样本编号	批次号	项目代码	捕获芯片	分析范围	捕获率	目标区域平均深度	目标区域覆盖度(%)	测序数据量(M)	重复率	去重复深度	比对(PE)	比对(SE)	插入片段均值	>=2x目标区域覆盖度(%)	>=5x目标区域覆盖度(%)	>=10x目标区域覆盖度(%)	>=20x目标区域覆盖度(%)	>=30x目标区域覆盖度(%)	>=40x目标区域覆盖度(%)	>=50x目标区域覆盖度(%)	>=100x目标区域覆盖度(%)	GC含量	Q20	Q30	"波动值
"
AFO338	b6819auto	NCP393	NPC980	NPC980	55.65	5257.5	99.67	24552	0.260232576204783	3385.63	99.49	0.2	203.51	99.98		99.95	99.93	99.92	99.92	99.91	99.87	51.56	97.51	92.7	
AFO338DZ	b6819auto	NCP393	NPC980	NPC980	48.26	461.11	99.67	2440	0.028581970789098	443.11	99.3	0.31	165.161	99.9		99.81	99.67	99.51	99.3	99.08	97.29	50.59	97.84	93.59	
AFO095	b6819auto	NCP393	NPC980	NPC980	60.56	5174.15	99.67	22834	0.149506737041082	4042.37	99.59	0.17	196.425	99.94		99.93	99.92	99.9	99.89	99.88	99.82	52.1	97.67	93.15	
AFO095DZ	b6815auto	NCP393	NPC980	NPC980	49.88	412.06	99.67	2159	0.0282846627891492	396.34	99.08	0.36	168.862	99.9		99.8	99.67	99.49	99.3	99.08	96.95	49.85	96.31	90.64	
AFO130	b6819auto	NCP980	NPC980	NPC980	56.65	5214.35	99.67	24222	0.303396314681671	3007.08	99.58	0.16	182.294	99.99		99.98	99.95	99.93	99.92	99.91	99.87	50.48	97.89	93.79	
AFO131DZ	b6819auto	NCP980	NPC980	NPC980	56.38	426.8	99.67	2031	0.0266007770172419	411.88	99.48	0.21	203.849	99.9		99.81	99.65	99.45	99.25	99.02	96.86	50.77	97.41	92.36	
AFO129	b6819auto	NCP980c	NPC980	NPC980	65.12	13774.59	99.67	57334	0.634637564752362	2737.53	99.61	0.16	185.901	99.97		99.97	99.96	99.94	99.93	99.92	99.91	50.76	97.84	93.7	
AFO129DZ	b6819auto	NCP980c	NPC980	NPC980	61.82	633.59	99.67	2750	0.0352792971885789	605.77	99.53	0.17	200.007	99.92		99.86	99.79	99.7	99.6	99.5	98.69	50.86	97.68	93.17	
AFO128	b6819auto	NCP980	NPC980	NPC980	61.22	6084.53	99.67	25347	0.213038598244073	4377.9	99.45	0.23	201.529	99.94		99.93	99.92	99.91	99.9	99.89	99.83	53.9	97.47	92.6	
AFO131	b6819auto	NCP980c	NPC980	NPC980	65.51	14037.83	99.67	57231	0.621114584676351	3035.46	99.63	0.15	172.926	99.95		99.95	99.93	99.93	99.92	99.92	99.9	51.34	97.89	93.87	
AFO103	b6819auto	NBCW	NT01T	NT01T	70.9	1327.16	99.42	97339	0.218793645987372	1026.58	99.59	0.11	273.936	99.78		99.65	99.6	99.57	99.54	99.51	99.41	49.21	96.83	90.43	
AFO568	b6821auto	NCP980	NPC980	NPC980	65.29	3578.21	99.67	15099	0.222563515416381	2498.87	99.64	0.15	206.714	99.94		99.93	99.92	99.91	99.9	99.9	99.86	50.68	97.18	91.98	
AFO569DZ	b6821auto	NCP980	NPC980	NPC980	61.84	462.83	99.67	1988	0.0194845563150863	451.19	99.36	0.22	188.903	99.9		99.82	99.72	99.6	99.48	99.3	97.81	50.97	97.34	92.43	
AFO569	b6821auto	NCP980c	NPC980	NPC980	65.2	10210.2	99.67	41405	0.509869600766956	3221.49	99.58	0.16	165.925	99.96		99.94	99.93	99.93	99.92	99.92	99.9	51.16	97.36	92.59	
AFO668	b6821auto	NCD1	NCDT	NCDT	71.48	4516.33	99.53	29252	0.378234521529752	2480.6	99.53	0.16	206.577	99.96		99.95	99.95	99.94	99.93	99.91	99.88	49.78	97.27	92.23	
AFO668DZ	b6821auto	NCD1	NCDT	NCDT	68.32	639.18	99.53	4277	0.0334238016071682	613.78	99.38	0.23	183.189	99.94		99.89	99.78	99.63	99.43	99.11	96.4	50.47	97.33	92.4	
AFO441	b6821auto	NCP980	NPC980	NPC980	65.58	5544.62	99.67	22819	0.250193488586189	3714.27	99.59	0.17	215.233	99.96		99.93	99.92	99.92	99.91	99.9	99.87	51.34	97.06	91.72	
AFO441DZ	b6819auto	NCP980	NPC980	NPC980	59.23	556.44	99.67	2491	0.0340949373357378	534.92	99.44	0.21	191.414	99.92		99.85	99.73	99.59	99.46	99.31	98.14	50.91	97.72	93.25	
AFO444	b6819auto	NBAP	NLP	NLP	67.62	25269.78	99.42	30957	0.453851538696765	11981.06	99.31	0.31	164.487	100.0		100.0	100.0	100.0	100.0	100.0	100.0	52.24	97.8	93.48	
AFO444DZ	b6819auto	NBAP	NLP	NLP	76.99	5033.34	99.42	5851	0.226668693725	3681.29	97.57	0.7	197.112	100.0		100.0	100.0	100.0	100.0	100.0	100.0	52.42	97.49	92.66	
AFO566	b6821auto	NBCW	NT01T	NT01T	76.15	1258.3	99.42	82886	0.171619643767664	1034.17	99.44	0.19	191.231	99.76		99.59	99.54	99.51	99.49	99.47	99.42	49.89	97.34	92.34	
AFO566DZ	b6821auto	NBCW	NT01T	NT01T	78.65	164.82	99.42	10753	0.0305356046271882	159.69	98.44	0.39	204.431	99.55		99.44	99.36	99.23	98.98	98.47	84.48	49.41	97.33	92.39	
AFO809	b6824auto	NCP393	NPC980	NPC980	64.72	5593.32	99.67	23925	0.303258693692949	3451.68	99.69	0.12	195.633	99.99		99.98	99.97	99.96	99.96	99.95	99.91	49.77	97.82	93.64	
AFO809DZ	b6824auto	NCP393	NPC980	NPC980	62.72	556.89	99.67	2413	0.0290375147175349	536.24	99.54	0.18	213.086	99.98		99.92	99.84	99.77	99.67	99.57	98.81	50.42	97.14	91.68	
AFE256DZB	b6717auto	NCpc	NCP1	NCP1	1.08	2121.46	93.49	94677	0.194556717009728	1490.4	99.73	0.03	176.41	92.09		88.31	88.12	88.02	87.93	87.86	87.59	53.83	98.53	94.59	0.401154824135
AFO824	b6824auto	NCP393	NPC980	NPC980	63.28	7026.81	99.67	29562	0.321743807690106	4062.85	99.65	0.14	192.578	99.98		99.96	99.95	99.95	99.94	99.93	99.89	51.07	97.63	93.08	
AFO824DZ	b6824auto	NCP393	NPC980	NPC980	60.82	673.81	99.67	2965	0.0324194402869563	644.73	99.49	0.2	193.845	99.96		99.92	99.85	99.79	99.72	99.64	99.09	50.55	97.58	92.94	
AFO811	b6824auto	NCP980c	NPC980	NPC980	67.94	14767.93	99.67	57877	0.629805501639291	3292.46	99.56	0.18	164.305	99.99		99.99	99.99	99.98	99.98	99.98	99.97	51.48	97.65	93.38	
AFO811DZ	b6824auto	NCP980c	NPC980	NPC980	60.78	481.29	99.67	2117	0.0259244437581694	464.46	99.49	0.2	190.502	99.98		99.89	99.81	99.7	99.58	99.43	98.3	50.59	97.35	92.28	
AFO822	b6824auto	NCPLt	NPC69	NPC69	70.3	3782.97	99.66	1935	0.256276335324048	2648.24	99.68	0.12	197.259	99.99		99.93	99.89	99.87	99.84	99.82	99.72	43.07	98.21	94.6	
AFO822DZ	b6824auto	NCPLt	NPC69	NPC69	76.17	239.0	99.42	15692	0.0372900971576955	229.74	99.48	0.18	185.042	99.56		99.45	99.39	99.33	99.25	99.14	96.29	49.53	97.91	93.88	
AFP163	b6827auto	NBAP	NLP	NLP	78.9	4325.74	99.42	4800	0.152499605935853	3548.67	99.52	0.19	188.322	100.0		100.0	100.0	100.0	100.0	100.0	100.0	51.52	97.71	93.28	
AFP161DZ	b6827auto	NBAP	NLP	NLP	80.58	223.55	99.42	14339	0.0366440323273516	214.9	97.53	0.74	203.64	99.54		99.45	99.38	99.31	99.23	99.11	96.01	49.64	97.66	93.06	
AFO895	b6827auto	NCP393	NPC980	NPC980	70.22	4398.71	99.67	16721	0.20615154618031	3254.11	99.57	0.18	180.553	99.97		99.94	99.91	99.9	99.89	99.87	99.81	50.17	97.63	93.09	
AFO895DZ	b6827auto	NCP393	NPC980	NPC980	59.42	554.27	99.67	2459	0.0263873873488295	536.3	99.18	0.35	162.637	99.92		99.84	99.73	99.64	99.54	99.41	98.58	49.03	97.75	93.28	
AFP166	b6827auto	NCP393	NPC980	NPC980	71.14	7514.18	99.67	27755	0.255216821566532	5104.56	99.56	0.19	198.071	99.97		99.96	99.95	99.95	99.94	99.93	99.9	52.45	97.63	93.05	
AFP166DZ	b6827auto	NCP393	NPC980	NPC980	53.32	402.99	99.67	1942	0.0217278242644741	390.84	99.04	0.46	158.001	99.93		99.82	99.69	99.53	99.36	99.18	97.82	48.52	97.64	92.97	
AFP161	b6827auto	NBCW	NT01T	NT01T	78.31	1632.44	99.42	104370	0.1146204342625	1433.4	99.52	0.16	185.984	99.8		99.57	99.52	99.5	99.48	99.47	99.42	49.86	98.03	94.14	
AFO813	b6827auto	Ncet	NT01T	NT01T	77.88	1552.85	99.42	100877	0.118997108397897	1353.27	99.52	0.15	198.51	99.78		99.6	99.54	99.52	99.5	99.49	99.44	49.19	97.73	93.24	
AFO812DZ	b6827auto	Ncet	NT01T	NT01T	77.41	234.23	99.42	15164	0.0184804427891177	229.6	99.49	0.17	185.226	99.56		99.46	99.4	99.35	99.28	99.18	96.45	49.48	97.96	93.94	
AFP243	b6829auto	NCp2	NPC69	NPC69	74.28	97376.27	99.66	48128	0.967075657955762	1041.79	99.65	0.14	185.755	100.0		100.0	100.0	99.99	99.99	99.99	99.95	44.25	98.04	94.29	
AFP242DZ	b6829auto	NCp2	NPC69	NPC69	59.94	144.53	99.42	11303	0.0506698988627343	136.64	99.02	0.44	155.681	99.35		99.17	99.01	98.68	97.96	96.58	73.1	48.39	97.69	93.22	
AFP360	b6829auto	NCPLT2	NPC69	NPC69	71.46	84126.9	99.66	43081	0.906014788598149	3735.96	99.51	0.19	186.403	100.0		100.0	100.0	99.99	99.98	99.97	99.94	44.02	97.78	93.55	
AFP360DZ	b6829auto	NCPLT2	NPC69	NPC69	71.4	239.16	99.42	16385	0.0607999147235136	223.91	99.26	0.28	169.71	99.57		99.46	99.4	99.35	99.28	99.18	96.44	49.62	97.75	93.47	
AFP242	b6829auto	Ncec	NT01T	NT01T	83.06	1688.1	99.42	102814	0.664021516143914	515.61	99.48	0.16	183.498	99.49		99.38	99.33	99.31	99.29	99.28	99.22	49.84	97.84	93.85	
AFP727	b6836auto	NCp2	NPC69	NPC69	74.85	89746.88	99.66	43491	0.958408246274462	1516.04	99.7	0.11	169.461	100.0		99.99	99.96	99.94	99.92	99.91	99.87	44.16	98.15	94.58	
AFP726DZ	b6836auto	NCp2	NPC69	NPC69	72.31	180.3	99.42	12187	0.0352297958597693	173.63	99.38	0.23	173.771	99.38		99.25	99.15	99.04	98.86	98.54	88.89	50.05	97.76	93.52	
AFP719	b6836auto	NCP980	NPC980	NPC980	62.02	4958.44	99.67	21745	0.260717575102877	3262.9	99.61	0.15	196.232	99.96		99.93	99.91	99.9	99.89	99.88	99.83	49.56	97.53	92.82	
AFP720DZ	b6836auto	NCP980	NPC980	NPC980	50.91	479.53	99.67	2386	0.0326452481283453	458.56	99.23	0.33	161.632	99.9		99.8	99.66	99.52	99.35	99.17	97.57	50.73	97.63	93.1	
AFP717	b6836auto	NCP980	NPC980	NPC980	61.58	3912.08	99.67	16646	0.14560833904378	3092.21	99.55	0.18	175.697	99.96		99.95	99.94	99.93	99.91	99.9	99.82	52.6	97.37	92.5	
AFP718DZ	b6836auto	NCP980	NPC980	NPC980	53.17	417.79	99.67	2004	0.0260524636994674	402.91	99.32	0.27	161.465	99.91		99.77	99.62	99.4	99.13	98.79	95.91	51.19	97.65	93.2	
AFP713	b6836auto	NCP980	NPC980	NPC980	63.71	4924.39	99.67	20641	0.217330124108667	3519.0	99.55	0.17	200.571	99.96		99.95	99.94	99.93	99.92	99.9	99.85	51.62	97.27	92.18	
AFP714DZ	b6836auto	NCP980	NPC980	NPC980	47.15	476.47	99.67	2552	0.031768506115509	455.55	99.12	0.37	154.409	99.92		99.8	99.67	99.5	99.29	99.07	97.24	50.04	97.64	93.1	
AFP714	b6836auto	NCP980c	NPC980	NPC980	66.47	12747.52	99.67	52979	0.575858848260564	3267.79	99.57	0.16	181.461	99.98		99.96	99.95	99.94	99.94	99.94	99.91	50.65	97.73	93.51	
AFP720	b6836auto	NCP980c	NPC980	NPC980	68.51	14827.35	99.67	57934	0.607204242040529	3430.03	99.59	0.14	168.853	99.94		99.93	99.92	99.92	99.91	99.91	99.9	52.14	97.69	93.49	
AFP718	b6836auto	NCP980c	NPC980	NPC980	68.73	15227.9	99.67	60316	0.576953790953098	4062.29	99.61	0.14	162.368	99.97		99.96	99.95	99.95	99.95	99.94	99.92	51.55	97.84	93.86	
AFP716	b6836auto	NCP980	NPC980	NPC980	71.44	7034.26	99.67	23133	0.327605899964995	3968.06	99.51	0.2	184.425	99.87		99.27	97.9	96.03	93.7	91.09	77.0	60.68	97.04	91.87	
AFP716DZ	b6836auto	NCP980	NPC980	NPC980	46.87	260.1	99.67	1397	0.0198335775295294	252.82	99.11	0.39	154.679	99.82		99.58	99.23	98.78	98.19	97.4	90.2	49.95	97.64	93.1	
AFP726	b6836auto	Ncec	NT01T	NT01T	84.39	1695.4	99.42	100744	0.649226395475663	552.72	99.57	0.12	171.159	99.5		99.39	99.34	99.3	99.27	99.25	99.18	49.68	97.93	94.1	
AFQ113	b6838auto	NBAP	NLP	NLP	71.46	3444.85	99.42	4159	0.118839326536776	2939.57	98.58	0.62	175.514	100.0		100.0	100.0	100.0	100.0	100.0	99.99	51.7	95.63	88.53	
AFQ113DZ	b6838auto	NBAP	NLP	NLP	74.08	727.48	99.42	875	0.0598902144034259	679.19	98.39	0.59	203.6	100.0		100.0	99.97	99.95	99.92	99.88	99.16	52.67	95.07	87.14	
AFO445	b6819auto	NCP980	NPC980	NPC980	61.26	4751.92	99.67	20798	0.204300316596937	3517.16	99.59	0.17	206.485	99.96		99.95	99.94	99.93	99.92	99.91	99.86	51.78	97.5	92.66	
AFO446DZ	b6829auto	NCP980	NPC980	NPC980	50.95	450.57	99.67	2251	0.0200713232340684	437.64	99.26	0.31	152.404	99.91		99.78	99.62	99.42	99.16	98.86	96.24	51.02	97.78	93.57	
AFQ020	b6838auto	NCP980	NPC980	NPC980	55.99	3982.14	99.67	18849	0.129730431466884	3213.28	98.96	0.43	189.186	99.97		99.95	99.94	99.93	99.92	99.9	99.85	51.29	95.77	88.87	
AFQ021DZ	b6838auto	NCP980	NPC980	NPC980	58.42	489.96	99.67	2230	0.0358739584333495	467.42	98.85	0.5	177.631	99.92		99.83	99.72	99.62	99.44	99.26	97.76	51.1	96.19	90.0	
AFO446	b6836auto	NCP980c	NPC980	NPC980	71.08	13524.92	99.67	51742	0.760615352833813	1144.21	99.59	0.16	183.775	99.97		99.96	99.96	99.95	99.95	99.95	99.93	51.87	97.48	92.88	
AFQ021	b6838auto	NCP980c	NPC980	NPC980	67.1	12981.89	99.67	54438	0.675638917472273	2050.01	99.01	0.39	186.384	99.97		99.96	99.96	99.95	99.95	99.94	99.93	49.89	96.22	90.14	
AFQ217	b6842auto	NCP980	NPC980	NPC980	55.44	4295.21	99.67	20652	0.147342904716715	3376.76	99.6	0.15	182.938	99.99		99.98	99.97	99.96	99.95	99.93	99.88	49.24	98.0	94.07	
AFQ218DZ	b6842auto	NCP980	NPC980	NPC980	58.72	479.5	99.67	2193	0.0194495804867529	466.76	99.54	0.17	204.551	99.97		99.89	99.8	99.72	99.62	99.49	98.28	50.69	97.62	93.03	
AFQ218	b6842auto	NCP980c	NPC980	NPC980	68.45	14432.21	99.67	56944	0.71786496969627	1590.02	99.6	0.13	170.705	99.99		99.99	99.98	99.98	99.98	99.97	99.95	51.5	98.11	94.54	
AFQ112	b6842auto	NCD1	NCDT	NCDT	73.58	8047.29	99.53	51163	0.77144793089307	1105.51	99.45	0.15	177.438	99.97		99.97	99.97	99.96	99.96	99.95	99.93	51.32	98.05	94.37	
AFQ112DZ	b6838auto	NCD1	NCDT	NCDT	63.25	713.43	99.53	5218	0.0383966366911723	679.56	98.72	0.5	182.549	99.96		99.92	99.85	99.74	99.59	99.37	97.5	49.76	95.81	88.93	
AFQ014	b6842auto	NCP980	NPC980	NPC980	54.23	4777.64	99.67	22155	0.278837692696085	2726.32	99.61	0.15	157.984	99.97		99.94	99.93	99.91	99.9	99.9	99.85	51.1	98.08	94.4	
AFQ018DZ	b6838auto	NCP980	NPC980	NPC980	60.84	537.26	99.67	2395	0.0369075614298282	512.41	98.95	0.42	192.159	99.91		99.81	99.7	99.59	99.45	99.29	98.13	51.0	95.62	88.56	
AFQ018	b6838auto	NCP980c	NPC980	NPC980	65.36	12522.8	99.67	53616	0.610184155592846	2570.43	99.0	0.39	186.235	99.96		99.93	99.93	99.92	99.92	99.92	99.9	50.26	96.24	90.15	
AFQ111	b6838auto	NBCW	NT01T	NT01T	76.15	1370.92	99.42	92885	0.206425796550431	1080.1	99.09	0.33	208.384	99.56		99.4	99.34	99.32	99.3	99.28	99.22	49.32	95.76	88.72	
AFQ111DZ	b6842auto	NBCW	NT01T	NT01T	78.96	222.68	99.42	14085	0.0616548902523525	208.54	99.02	0.25	183.889	99.41		99.26	99.2	99.15	99.09	98.99	95.33	51.31	98.04	94.23	
AFQ216	b6842auto	NBAP	NLP	NLP	69.16	4970.37	99.42	5935	0.167081410243165	3951.73	99.31	0.28	163.912	100.0		100.0	100.0	100.0	100.0	100.0	100.0	52.2	97.98	94.02	
AFQ216DZ	b6845auto	NBAP	NLP	NLP	76.69	1055.5	99.42	1185	0.0941663648032963	948.94	99.45	0.2	184.806	100.0		100.0	99.99	99.99	99.97	99.97	99.78	53.76	98.12	94.34	
AFP165	b6827auto	NBAP	NLP	NLP	62.99	4028.71	99.42	5171	0.14307233884155	3297.71	99.13	0.4	154.726	100.0		100.0	100.0	100.0	100.0	100.0	100.0	49.97	97.86	93.58	
AFP165DZ	b6845auto	NBAP	NLP	NLP	80.31	1119.29	99.42	1218	0.0637170282547181	1033.62	99.6	0.13	190.548	100.0		100.0	100.0	99.99	99.98	99.97	99.82	53.16	98.16	94.45	
AFQ262	b6842auto	NBAP	NLP	NLP	74.07	29387.07	99.42	34965	0.779991456231918	2594.68	99.42	0.15	188.113	100.0		100.0	100.0	100.0	100.0	100.0	100.0	50.85	98.0	94.14	
AFQ262DZ	b6845auto	NBAP	NLP	NLP	79.18	5402.99	99.42	5854	0.22761050220666	3942.99	99.54	0.17	180.542	100.0		100.0	100.0	100.0	100.0	100.0	100.0	53.72	98.29	94.82	
AFQ266	b6842auto	NBAP	NLP	NLP	66.61	4939.81	99.42	6109	0.169494655683377	3907.21	99.18	0.37	170.836	100.0		100.0	100.0	100.0	100.0	100.0	100.0	52.24	97.87	93.71	
AFQ264DZ	b6845auto	NBAP	NLP	NLP	76.21	241.24	99.42	15626	0.0444268225274345	229.97	99.3	0.18	178.161	99.59		99.46	99.41	99.37	99.33	99.24	96.48	51.19	98.35	94.98	
AFQ383	b6845auto	NCP393	NPC980	NPC980	60.17	5006.07	99.67	22853	0.189581223179122	3638.99	99.68	0.12	206.242	99.95		99.93	99.92	99.91	99.91	99.9	99.87	49.29	98.06	94.15	
AFQ383DZ	b6845auto	NCP393	NPC980	NPC980	55.19	502.64	99.67	2390	0.028827676732013	486.21	99.49	0.21	181.93	99.91		99.83	99.74	99.63	99.48	99.32	97.93	50.51	98.19	94.52	
AFQ445	b6845auto	NCP980	NPC980	NPC980	57.81	5930.7	99.67	25167	0.188323106783408	4182.11	99.46	0.19	197.146	99.97		99.95	99.94	99.93	99.93	99.92	99.87	54.17	97.93	93.82	
AFQ446DZ	b6845auto	NCP980	NPC980	NPC980	45.75	407.95	99.67	2282	0.0248234715869512	393.46	99.09	0.43	166.658	99.93		99.83	99.71	99.57	99.38	99.18	97.19	48.97	98.05	94.1	
AFQ446	b6845auto	NCP980c	NPC980	NPC980	65.77	15693.35	99.67	66362	0.603574063709407	3471.61	99.64	0.14	175.704	99.97		99.96	99.96	99.96	99.95	99.95	99.94	51.19	98.24	94.75	
AFQ366	b6845auto	Ncet	NT01T	NT01T	77.67	1575.29	99.42	103328	0.183436166985375	1274.53	99.59	0.12	209.72	99.79		99.64	99.57	99.54	99.52	99.51	99.46	50.36	98.05	94.11	
AFQ366DZ	b6845auto	Ncet	NT01T	NT01T	76.4	199.07	99.42	13150	0.0388727952132655	191.06	99.57	0.13	195.065	99.59		99.47	99.41	99.34	99.24	99.06	93.27	50.17	98.24	94.65	
AFQ372	b6845auto	NBCW	NT01T	NT01T	74.84	1557.19	99.42	105188	0.162938247857251	1291.99	99.51	0.16	196.358	99.85		99.66	99.6	99.56	99.53	99.51	99.46	49.47	98.25	94.66	
AFQ372DZ	b6845auto	NBCW	NT01T	NT01T	76.41	227.76	99.42	15269	0.0372435979469283	218.79	99.18	0.19	206.619	99.61		99.48	99.42	99.37	99.3	99.2	96.39	49.81	98.17	94.44	
AFQ264	b6842auto	NBCW	NT01T	NT01T	63.22	1302.19	99.42	99090	0.208829366719335	1014.09	99.06	0.4	172.362	99.92		99.64	99.54	99.5	99.48	99.46	99.4	48.85	97.88	93.66	
AFQ386	b6845	NCPLt	NPC69	NPC69	66.77	2780.94	99.66	1512	0.179381277492766	2188.04	99.7	0.11	200.379	99.96		99.89	99.86	99.83	99.81	99.79	99.56	45.92	98.3	94.83	
BK-12878-2	b6768auto	NCPLt	NPC69	NPC69	79.63	1069.74	99.42	67631	0.131197397706661	931.98	99.23	0.11	199.138	99.7		99.59	99.54	99.51	99.49	99.46	99.34	52.46	97.14	92.31	
AFO567	b6821auto	NBAP	NLP	NLP	59.67	14296.86	99.42	19632	0.284359077404066	8879.85	99.16	0.35	164.569	100.0		100.0	100.0	100.0	100.0	100.0	100.0	50.52	97.53	92.88	
AFO567DZ	b6845auto	NBAP	NLP	NLP	81.69	6347.41	99.42	6931	0.295469090281395	4180.33	99.51	0.15	207.272	100.0		100.0	100.0	100.0	100.0	100.0	100.0	53.06	98.06	94.14	
AFQ374	b6845auto	NCp1	NPC69	NPC69	71.7	2816.02	99.66	1419	0.398624515834996	1517.84	99.76	0.08	179.949	99.85		99.71	99.58	99.47	99.37	99.29	98.87	45.12	98.54	95.56	
AFQ381DZ	b6848auto	NCp1	NPC69	NPC69	76.93	247.86	99.42	16391	0.0336666519881764	239.16	99.55	0.14	203.484	99.57		99.47	99.42	99.36	99.29	99.2	97.19	49.02	98.11	94.2	
AFQ382	b6845auto	NCp2	NPC69	NPC69	72.74	88297.75	99.66	44525	0.947678073978266	1475.63	99.7	0.11	172.76	100.0		99.97	99.93	99.91	99.89	99.88	99.84	44.84	98.54	95.62	
AFQ649	b6848auto	NCp2	NPC69	NPC69	69.77	76788.13	99.66	40378	0.88995323958127	4040.61	99.59	0.13	186.809	100.0		100.0	99.98	99.98	99.98	99.97	99.96	43.69	98.53	95.48	
AFQ648DZ	b6848auto	NCp2	NPC69	NPC69	77.37	281.06	99.42	18374	0.0342920906107649	270.98	99.52	0.16	197.364	99.57		99.47	99.42	99.38	99.33	99.28	98.25	49.22	98.12	94.25	
AFQ650	b6848auto	NCP393	NPC980	NPC980	72.22	5585.34	99.67	21232	0.226777410849123	3957.93	99.64	0.13	250.363	99.96		99.95	99.93	99.92	99.91	99.91	99.86	51.13	97.42	92.09	
AFQ650DZ	b6848auto	NCP393	NPC980	NPC980	70.89	568.34	99.67	2182	0.0261402357181695	549.7	99.59	0.16	194.246	99.92		99.83	99.73	99.64	99.55	99.46	98.69	50.24	97.96	93.82	
AFQ645	b6848auto	NCP393	NPC980	NPC980	73.01	17120.39	99.67	65549	0.610735400697995	4506.27	99.53	0.17	181.219	99.97		99.96	99.96	99.96	99.95	99.95	99.93	49.83	98.17	94.49	
AFQ645DZ	b6848auto	NCP393	NPC980	NPC980	66.83	631.19	99.67	2488	0.0250828689909859	610.55	99.46	0.2	173.754	99.93		99.85	99.77	99.68	99.59	99.5	98.81	50.83	98.19	94.49	
AFQ648	b6848auto	Ncec	NT01T	NT01T	82.49	1144.09	99.42	70591	0.287721309419501	787.92	99.53	0.13	186.711	99.7		99.57	99.52	99.49	99.47	99.45	99.37	49.46	98.14	94.41	
AFQ381	b6845auto	Ncec	NT01T	NT01T	83.96	2070.95	99.42	124132	0.687953239597641	591.59	99.65	0.09	175.4	99.73		99.62	99.56	99.53	99.5	99.48	99.43	50.28	98.51	95.51	
AFQ373	b6845auto	Ncet	NT01T	NT01T	82.14	1889.21	99.42	116075	0.540161720771321	839.65	99.7	0.07	191.755	99.72		99.62	99.56	99.52	99.5	99.49	99.44	50.08	98.37	95.05	
AFQ362	b6848auto	Ncet	NT01T	NT01T	78.86	1596.85	99.42	103089	0.13848989716601	1362.67	99.56	0.14	203.982	99.75		99.59	99.55	99.53	99.52	99.51	99.46	49.57	98.06	94.09	
AFQ362DZ	b6845auto	Ncet	NT01T	NT01T	74.34	249.65	99.42	16621	0.0476421851271669	237.13	99.52	0.15	175.622	99.62		99.49	99.43	99.39	99.35	99.28	97.25	50.03	98.31	94.86	
AFQ862	b6850auto	NBAP	NLP	NLP	81.8	5158.25	99.42	5484	0.251239284625585	3638.58	99.55	0.17	199.521	100.0		100.0	100.0	100.0	100.0	100.0	99.98	56.49	96.95	91.82	
AFQ862DZ	b6850auto	NBAP	NLP	NLP	81.33	1238.77	99.42	1281	0.0914806159063779	1106.15	99.22	0.31	170.344	100.0		100.0	99.99	99.98	99.95	99.92	99.62	55.95	97.27	92.61	
AFQ742	b6850auto	NCP393	NPC980	NPC980	70.18	5349.89	99.67	20145	0.501465090787288	1835.77	99.73	0.1	217.649	99.99		99.98	99.96	99.95	99.93	99.91	99.83	53.54	97.17	92.26	
AFQ742DZ	b6850auto	NCP393	NPC980	NPC980	54.29	548.03	99.67	2537	0.0265769030618805	526.79	99.47	0.21	153.481	99.94		99.83	99.7	99.52	99.32	99.1	97.25	51.63	97.9	94.08	
AFQ444	b6850auto	NCPLt	NPC69	NPC69	73.14	92686.39	99.66	46607	0.891820649702335	5240.19	99.66	0.12	174.866	99.99		99.97	99.94	99.9	99.88	99.86	99.81	45.27	98.21	94.92	
AFQ444DZ	b6848auto	NCPLt	NPC69	NPC69	75.76	180.91	99.42	12000	0.0256320533154599	176.04	99.46	0.18	190.583	99.55		99.45	99.39	99.31	99.2	98.97	91.0	49.21	98.14	94.32	
AFQ860	b6850auto	NCD1	NCDT	NCDT	72.93	6012.03	99.53	38824	0.743669818941543	964.76	99.51	0.14	185.785	99.99		99.98	99.97	99.96	99.95	99.94	99.89	50.24	97.79	93.83	
AFQ860DZ	b6850auto	NCD1	NCDT	NCDT	66.11	641.03	99.53	4412	0.0472939357007797	605.29	99.43	0.2	174.552	99.96		99.83	99.68	99.42	99.05	98.6	95.13	51.66	97.69	93.57	
AFQ861	b6850auto	NCD1	NCDT	NCDT	72.15	5865.75	99.53	38096	0.599022493074735	1804.13	99.49	0.15	203.668	99.99		99.99	99.98	99.98	99.96	99.95	99.89	50.04	97.61	93.33	
AFQ861DZ	b6850auto	NCD1	NCDT	NCDT	69.55	1161.9	99.53	7688	0.0722140682975561	1064.3	99.55	0.15	193.228	99.99		99.93	99.87	99.8	99.71	99.58	98.54	51.38	97.56	93.23	
AFQ384	b6850auto	NCPLt	NPC69	NPC69	71.31	3093.1	99.66	1539	0.453985302806009	1458.86	99.72	0.09	205.631	99.94		99.87	99.83	99.78	99.76	99.69	99.34	43.4	97.87	93.87	
AFR174	b6853auto	NCPCt	NPC116	NPC116	55.67	3307.41	99.59	4642	0.154776835051537	2487.61	99.72	0.12	188.642	100.0		100.0	99.98	99.96	99.93	99.9	99.83	47.14	98.08	94.28	
